google_path,label,x_c,y_c,width,height
/content/013GHIRI_s_aug.jpg,0.0,0.2,0.75,0.2,0.2
/content/014GHIRI_s_aug.jpg,0.0,0.2,0.75,0.2,0.2
/content/015GHIRI_s_aug.jpg,0.0,0.225,0.75,0.25,0.2
/content/016GHIRI_s_aug.jpg,0.0,0.3,0.7,0.2,0.2
/content/017GHIRI_s_aug.jpg,0.0,0.325,0.7,0.15,0.2
/content/210GHIRI_s_aug.jpg,0.0,0.45,0.6000000000000001,0.2,0.2
/content/211GHIRI_s_aug.jpg,0.0,0.575,0.825,0.15,0.25
/content/212GHIRI_s_aug.jpg,0.0,0.55,0.8500000000000001,0.1,0.2
/content/213GHIRI_s_aug.jpg,0.0,0.5249999999999999,0.775,0.15,0.25
/content/214GHIRI_s_aug.jpg,0.0,0.35,0.675,0.1,0.25
/content/310GHIRI_s_aug.jpg,0.0,0.45,0.675,0.2,0.15
/content/311GHIRI_s_aug.jpg,0.0,0.5,0.7,0.2,0.2
/content/312GHIRI_s_aug.jpg,0.0,0.5249999999999999,0.7,0.15,0.2
/content/313GHIRI_s_aug.jpg,0.0,0.5249999999999999,0.725,0.15,0.25
/content/00GHIRI_b_aug.jpg,0.0,0.3,0.7,0.2,0.2
/content/01GHIRI_b_aug.jpg,0.0,0.175,0.7749999999999999,0.15,0.15
/content/02GHIRI_b_aug.jpg,0.0,0.175,0.7749999999999999,0.15,0.15
/content/03GHIRI_b_aug.jpg,0.0,0.15,0.75,0.1,0.2
/content/04GHIRI_b_aug.jpg,0.0,0.15,0.75,0.1,0.2
/content/05GHIRI_b_aug.jpg,0.0,0.15,0.75,0.1,0.2
/content/06GHIRI_b_aug.jpg,0.0,0.2,0.7749999999999999,0.2,0.15
/content/07GHIRI_b_aug.jpg,0.0,0.15,0.75,0.1,0.2
/content/08GHIRI_b_aug.jpg,0.0,0.15,0.75,0.1,0.2
/content/09GHIRI_b_aug.jpg,0.0,0.225,0.7250000000000001,0.25,0.15
/content/10GHIRI_b_aug.jpg,0.0,0.625,0.65,0.15,0.3
/content/11GHIRI_b_aug.jpg,0.0,0.6000000000000001,0.6499999999999999,0.2,0.2
/content/12GHIRI_b_aug.jpg,0.0,0.6499999999999999,0.675,0.2,0.25
/content/13GHIRI_b_aug.jpg,0.0,0.7,0.6499999999999999,0.2,0.2
/content/14GHIRI_b_aug.jpg,0.0,0.6499999999999999,0.675,0.2,0.25
/content/15GHIRI_b_aug.jpg,0.0,0.6499999999999999,0.675,0.2,0.25
/content/16GHIRI_b_aug.jpg,0.0,0.675,0.675,0.25,0.25
/content/17GHIRI_b_aug.jpg,0.0,0.55,0.6499999999999999,0.2,0.2
/content/20GHIRI_b_aug.jpg,0.0,0.4,0.675,0.2,0.25
/content/21GHIRI_b_aug.jpg,0.0,0.475,0.75,0.15,0.2
/content/22GHIRI_b_aug.jpg,0.0,0.475,0.7749999999999999,0.15,0.15
/content/23GHIRI_b_aug.jpg,0.0,0.475,0.7749999999999999,0.15,0.15
/content/24GHIRI_b_aug.jpg,0.0,0.4,0.625,0.1,0.25
/content/25GHIRI_b_aug.jpg,0.0,0.4,0.625,0.1,0.15
/content/26GHIRI_b_aug.jpg,0.0,0.6499999999999999,0.825,0.2,0.25
/content/27GHIRI_b_aug.jpg,0.0,0.675,0.8500000000000001,0.25,0.2
/content/28GHIRI_b_aug.jpg,0.0,0.55,0.725,0.2,0.25
/content/29GHIRI_b_aug.jpg,0.0,0.425,0.6000000000000001,0.15,0.2
/content/30GHIRI_b_aug.jpg,0.0,0.5,0.6499999999999999,0.2,0.2
/content/31GHIRI_b_aug.jpg,0.0,0.525,0.675,0.25,0.15
/content/32GHIRI_b_aug.jpg,0.0,0.5249999999999999,0.6499999999999999,0.15,0.2
/content/33GHIRI_b_aug.jpg,0.0,0.5,0.6000000000000001,0.2,0.2
/content/34GHIRI_b_aug.jpg,0.0,0.475,0.575,0.15,0.25
/content/35GHIRI_b_aug.jpg,0.0,0.475,0.6499999999999999,0.15,0.2
/content/36GHIRI_b_aug.jpg,0.0,0.475,0.675,0.15,0.15
/content/37GHIRI_b_aug.jpg,0.0,0.425,0.675,0.25,0.15
/content/38GHIRI_b_aug.jpg,0.0,0.425,0.675,0.25,0.15
/content/39GHIRI_b_aug.jpg,0.0,0.425,0.675,0.15,0.15
/content/010GHIRI_b_aug.jpg,0.0,0.375,0.7250000000000001,0.15,0.15
/content/011GHIRI_b_aug.jpg,0.0,0.15,0.7749999999999999,0.1,0.15
/content/012GHIRI_b_aug.jpg,0.0,0.15,0.75,0.1,0.1
/content/013GHIRI_b_aug.jpg,0.0,0.2,0.75,0.2,0.2
/content/014GHIRI_b_aug.jpg,0.0,0.2,0.75,0.2,0.2
/content/015GHIRI_b_aug.jpg,0.0,0.225,0.75,0.25,0.2
/content/016GHIRI_b_aug.jpg,0.0,0.3,0.7,0.2,0.2
/content/017GHIRI_b_aug.jpg,0.0,0.325,0.7,0.15,0.2
/content/210GHIRI_b_aug.jpg,0.0,0.45,0.6000000000000001,0.2,0.2
/content/211GHIRI_b_aug.jpg,0.0,0.575,0.825,0.15,0.25
/content/212GHIRI_b_aug.jpg,0.0,0.55,0.8500000000000001,0.1,0.2
/content/213GHIRI_b_aug.jpg,0.0,0.5249999999999999,0.775,0.15,0.25
/content/214GHIRI_b_aug.jpg,0.0,0.35,0.675,0.1,0.25
/content/310GHIRI_b_aug.jpg,0.0,0.45,0.675,0.2,0.15
/content/311GHIRI_b_aug.jpg,0.0,0.5,0.7,0.2,0.2
/content/312GHIRI_b_aug.jpg,0.0,0.5249999999999999,0.7,0.15,0.2
/content/313GHIRI_b_aug.jpg,0.0,0.5249999999999999,0.725,0.15,0.25
